Type_of_client;Age;Gender;Favorite_batter;Favorite_filling;Favorite_frosting;More_toppings;Topping_examples;Configuration;Frequency_of_buying;Occasion;Interest_in_seasonality;Seasonal_option;Product_type;Willingness_to_pay
Kid;4.0;Feminine;Chocolate;Chocolate ganache;Buttercream;Yes;Fruits;Slice;Daily;Snack;Yes;Valentine's Day;Slice;5.50 €
Adult;43.0;Feminine;Lemon;Lemon curd;Cream cheese frosting;No;None;Wedding cake;Monthly;Work event;No;None;Wedding cake;70.50 €
Adult;51.0;Masculine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Daily;Celebration;No;None;Whole cake;34.50 €
Adult;43.0;Feminine;Lemon;Lemon curd;Ganache;Yes;Edible flowers;Whole cake;Weekly;Wedding;No;None;Whole cake;30.00 €
Adult;28.0;Feminine;Lemon;Dulce de leche;Chocolate glaze;Yes;Fruits;Slice;Daily;Wedding;Yes;Valentine's Day;Slice;2.70 €
Kid;7.0;Masculine;Chocolate;Chocolate ganache;Buttercream;Yes;Nuts;Slice;Weekly;Celebration;No;None;Slice;2.60 €
Adult;61.0;Feminine;Carrot;Cream cheese;Ganache;No;None;Wedding cake;Weekly;Wedding;Yes;Halloween;Wedding cake;52.00 €
Adult;58.0;Feminine;Lemon;Lemon curd;Cream cheese frosting;No;None;Whole cake;Daily;Gathering;No;None;Whole cake;38.90 €
Kid;10.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Fruits;Slice;Daily;Celebration;No;None;Slice;2.10 €
Adult;43.0;Feminine;Red Velvet;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Weekly;Work event;Yes;Christmas;Wedding cake;62.20 €
Adult;18.0;Masculine;Lemon;Cream cheese;Cream cheese frosting;No;None;Wedding cake;Weekly;Gathering;Yes;;Wedding cake;85.80 €
Adult;50.0;Masculine;Carrot;Dulce de leche;Cream cheese frosting;No;None;Slice;Monthly;Wedding;No;None;Slice;1.50 €
Kid;5.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Fruits;Slice;Weekly;Celebration;Yes;Valentine's Day;Slice;2.30 €
Kid;8.0;Masculine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Chocolate chips;Cupcake;Daily;Snack;No;None;Cupcake;5.20 €
Kid;11.0;Feminine;Chocolate;Strawberry jam;Whipped cream;Yes;Edible flowers;Slice;Daily;Celebration;Yes;Valentine's Day;Slice;5.50 €
Adult;20.0;Feminine;Carrot;Dulce de leche;Chocolate glaze;Yes;Fruits;Whole cake;Weekly;Wedding;No;None;Whole cake;19.60 €
Adult;64.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Slice;Sporadic;Wedding;Yes;Easter;Slice;2.10 €
Adult;63.0;Feminine;Red Velvet;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Sporadic;Gathering;No;None;Whole cake;18.10 €
Kid;6.0;Feminine;Chocolate;Strawberry jam;Buttercream;Yes;Chocolate chips;Slice;Weekly;Snack;No;None;Slice;2.10 €
Adult;36.0;Masculine;Lemon;Cream cheese;Chocolate glaze;Yes;;Slice;Monthly;Gathering;Yes;Christmas;Slice;4.80 €
Adult;33.0;Feminine;Carrot;Cream cheese;Ganache;Yes;Edible flowers;Whole cake;Weekly;Wedding;No;None;Whole cake;16.50 €
Adult;45.0;Masculine;Lemon;Cream cheese;Ganache;No;None;Wedding cake;Weekly;Gathering;No;None;Wedding cake;44.20 €
Adult;61.0;Feminine;Carrot;Lemon curd;Chocolate glaze;No;None;Wedding cake;Weekly;Gathering;No;None;Wedding cake;41.30 €
Adult;60.0;Feminine;Red Velvet;Dulce de leche;Chocolate glaze;No;None;Whole cake;Sporadic;Celebration;No;None;Whole cake;16.60 €
Adult;44.0;Masculine;Red Velvet;Cream cheese;Cream cheese frosting;No;None;Slice;Daily;Celebration;No;None;Slice;5.10 €
Kid;11.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Fruits;Cupcake;Monthly;Celebration;No;None;Cupcake;3.50 €
Adult;57.0;Masculine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Weekly;Work event;Yes;Valentine's Day;Whole cake;21.60 €
Adult;37.0;Masculine;Lemon;Dulce de leche;Chocolate glaze;No;None;Wedding cake;Monthly;Gathering;No;None;Wedding cake;63.50 €
Adult;53.0;Feminine;Red Velvet;Lemon curd;Cream cheese frosting;No;None;Slice;Daily;Gathering;No;None;Slice;3.10 €
Kid;7.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Nuts;Cupcake;Weekly;Snack;No;None;Cupcake;5.10 €
Adult;46.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Monthly;Gathering;No;None;Whole cake;25.00 €
Adult;28.0;Feminine;Carrot;Lemon curd;Cream cheese frosting;Yes;Fruits;Wedding cake;Monthly;Wedding;Yes;Halloween;Wedding cake;94.00 €
Adult;38.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Weekly;Work event;No;None;Wedding cake;42.40 €
Adult;38.0;Feminine;Red Velvet;ok;Cream cheese frosting;Yes;Nuts;Wedding cake;Daily;Wedding;No;None;Wedding cake;43.80 €
Adult;33.0;Masculine;Carrot;Cream cheese;Ganache;No;None;Slice;Weekly;Gathering;No;None;Slice;2.00 €
Adult;58.0;Masculine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Monthly;Wedding;Yes;Easter;Whole cake;22.80 €
Kid;9.0;Feminine;Chocolate;Chocolate ganache;Whipped cream;Yes;Chocolate chips;Slice;Daily;Snack;Yes;Halloween;Slice;5.30 €
Adult;22.0;Feminine;Red Velvet;Cream cheese;Chocolate glaze;No;None;Whole cake;Monthly;Gathering;Yes;Valentine's Day;Whole cake;25.30 €
Adult;57.0;Masculine;Carrot;Cream cheese;Chocolate glaze;No;None;Wedding cake;Weekly;Work event;No;None;Wedding cake;78.00 €
Adult;35.0;Masculine;;Cream cheese;Chocolate glaze;Yes;Nuts;Slice;Monthly;Wedding;Yes;Christmas;Slice;4.20 €
Adult;47.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;Yes;Nuts;Wedding cake;Weekly;Celebration;No;None;Wedding cake;57.80 €
Adult;62.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;Yes;Chocolate chips;Wedding cake;Daily;Wedding;No;None;Wedding cake;96.00 €
Kid;15.0;Masculine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Fruits;Slice;Weekly;Birthday;Yes;Valentine's Day;Slice;1.40 €
Adult;42.0;Feminine;Lemon;Dulce de leche;Chocolate glaze;No;None;Wedding cake;Sporadic;Celebration;No;None;Wedding cake;96.30 €
Adult;39.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;Yes;Nuts;Slice;Weekly;Gathering;No;None;Slice;4.00 €
Adult;26.0;Masculine;Lemon;Lemon curd;Cream cheese frosting;Yes;Fruits;Slice;Monthly;Gathering;No;None;Slice;5.60 €
Adult;37.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;Yes;Fruits;Whole cake;Weekly;Wedding;Yes;Valentine's Day;Whole cake;30.60 €
Adult;32.0;Feminine;Carrot;Dulce de leche;Ganache;No;None;Slice;Daily;Celebration;Yes;Easter;Slice;5.10 €
Adult;21.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;Yes;Sprinkles;Whole cake;Weekly;Celebration;No;None;Whole cake;12.40 €
Kid;6.0;Masculine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Chocolate chips;Slice;Weekly;Snack;No;None;Slice;1.20 €
Kid;15.0;Masculine;Chocolate;Strawberry jam;Buttercream;Yes;Sprinkles;Cupcake;Weekly;Celebration;Yes;Christmas;Cupcake;3.60 €
Adult;44.0;Feminine;Carrot;Dulce de leche;Ganache;No;None;Wedding cake;Monthly;Wedding;No;None;Wedding cake;57.30 €
Adult;41.0;Masculine;Red Velvet;Cream cheese;Chocolate glaze;Yes;Sprinkles;Wedding cake;Daily;Celebration;No;None;Wedding cake;55.50 €
Adult;29.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Slice;Monthly;Work event;No;None;Slice;3.10 €
Adult;52.0;Feminine;Red Velvet;Cream cheese;Ganache;No;None;Whole cake;Sporadic;Work event;No;None;Whole cake;26.70 €
Kid;12.0;Feminine;Chocolate;Chocolate ganache;Buttercream;Yes;Edible flowers;Cupcake;Daily;Celebration;No;None;Cupcake;2.90 €
Adult;49.0;Feminine;Red Velvet;Dulce de leche;Cream cheese frosting;Yes;Fruits;Slice;Weekly;Gathering;No;None;Slice;2.30 €
Kid;10.0;Masculine;Chocolate;Strawberry jam;Chocolate glaze;Yes;;Slice;Weekly;Celebration;Yes;Easter;Slice;1.40 €
Kid;14.0;Masculine;Chocolate;Strawberry jam;Buttercream;Yes;Edible flowers;Cupcake;Daily;Snack;No;None;Cupcake;3.90 €
Kid;14.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;No;None;Slice;Weekly;Birthday;Yes;Halloween;Slice;2.00 €
Adult;60.0;Feminine;Carrot;Cream cheese;Ganache;Yes;Edible flowers;Slice;Monthly;Celebration;Yes;Easter;Slice;5.10 €
Adult;37.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;Yes;Sprinkles;Wedding cake;Weekly;Gathering;No;None;Wedding cake;95.60 €
Adult;47.0;Feminine;Red Velvet;Cream cheese;Ganache;No;None;Slice;Sporadic;Celebration;No;None;Slice;4.10 €
Kid;8.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;No;None;Cupcake;Monthly;Snack;No;None;Cupcake;5.40 €
Adult;18.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;Yes;Nuts;Slice;Monthly;Gathering;Yes;Halloween;Slice;3.60 €
Adult;47.0;Feminine;Red Velvet;Lemon curd;Cream cheese frosting;No;None;Slice;Daly;Work event;No;None;Slice;4.40 €
Adult;60.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Slice;Weekly;Work event;No;None;Slice;4.70 €
Kid;5.0;Masculine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Chocolate chips;Slice;Weekly;Birthday;Yes;Halloween;Slice;5.90 €
Adult;45.0;Masculine;Carrot;Cream cheese;Ganache;No;None;Slice;Daily;Work event;No;None;Slice;1.80 €
Adult;38.0;Feminine;Lemon;Cream cheese;Chocolate glaze;No;None;Wedding cake;Weekly;Wedding;No;None;Wedding cake;56.60 €
Kid;12.0;Feminine;Red Velvet;Chocolate ganache;Whipped cream;Yes;Nuts;Slice;Daily;Birthday;Yes;Christmas;Slice;5.50 €
Kid;13.0;Masculine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Edible flowers;Slice;Monthly;Birthday;No;None;Slice;5.40 €
Kid;12.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;No;None;Slice;Daily;Celebration;No;None;Slice;4.60 €
Adult;64.0;Masculine;Carrot;Lemon curd;Cream cheese frosting;No;None;Wedding cake;Weekly;Gathering;Yes;Valentine's Day;Wedding cake;95.30 €
Adult;40.0;Feminine;Red Velvet;Lemon curd;Chocolate glaze;No;None;Whole cake;Sporadic;Celebration;No;None;Whole cake;24.20 €
Adult;60.0;Masculine;Red Velvet;Lemon curd;Cream cheese frosting;No;None;Wedding cake;Monthly;Gathering;No;None;Wedding cake;68.00 €
Adult;20.0;Feminine;Lemon;Cream cheese;;Yes;Edible flowers;Wedding cake;Daily;Work event;No;None;Wedding cake;79.90 €
Kid;4.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Edible flowers;Slice;Weekly;Snack;No;None;Slice;4.20 €
Adult;31.0;Masculine;Lemon;Lemon curd;Cream cheese frosting;No;None;Whole cake;Monthly;Celebration;No;None;Whole cake;38.20 €
Adult;46.0;Feminine;Lemon;Lemon curd;Cream cheese frosting;No;None;Wedding cake;Weekly;Work event;Yes;Christmas;Wedding cake;82.60 €
Adult;55.0;Masculine;Red Velvet;Dulce de leche;Ganache;No;None;Wedding cake;Daily;Celebration;Yes;Halloween;Wedding cake;45.00 €
Kid;15.0;Feminine;Red Velvet;Chocolate ganache;Buttercream;Yes;Sprinkles;Slice;Sporadic;Celebration;No;None;Slice;NaN
Adult;19.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Monthly;Celebration;No;None;Whole cake;17.60 €
Adult;45.0;Feminine;Carrot;Cream cheese;Chocolate glaze;No;None;Slice;Sporadic;Wedding;No;None;Slice;1.90 €
Adult;30.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Whole cake;Weekly;Wedding;No;None;Whole cake;39.80 €
Adult;36.0;Feminine;Red Velvet;Dulce de leche;Chocolate glaze;Yes;Nuts;Whole cake;Monthly;Celebration;No;None;Whole cake;10.60 €
Adult;59.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;Yes;Sprinkles;Whole cake;Daily;Work event;No;None;Whole cake;20.90 €
Adult;59.0;Feminine;Lemon;Lemon curd;Chocolate glaze;Yes;Fruits;Slice;Monthly;Wedding;No;None;Slice;3.00 €
Adult;63.0;Masculine;Carrot;Dulce de leche;Ganache;Yes;Fruits;Slice;Weekly;Wedding;No;None;Slice;2.30 €
Kid;15.0;Feminine;Red Velvet;Chocolate ganache;Whipped cream;Yes;Sprinkles;Slice;Daily;Birthday;No;None;Slice;5.20 €
Kid;11.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;No;None;Cupcake;Weekly;Celebration;No;None;Cupcake;2.90 €
Adult;25.0;Feminine;Vannila;Cream cheese;Cream cheese frosting;No;None;Whole cake;Weekly;Celebration;No;None;Whole cake;10.70 €
Adult;35.0;Feminine;Carrot;Lemon curd;Chocolate glaze;No;None;Wedding cake;Weekly;Wedding;No;None;Wedding cake;87.30 €
Adult;33.0;Masculine;Lemon;Dulce de leche;Ganache;Yes;Chocolate chips;Slice;Daily;Wedding;Yes;Valentine's Day;Slice;2.00 €
Adult;48.0;Feminine;Red Velvet;Lemon curd;Cream cheese frosting;No;None;Wedding cake;Daily;Gathering;No;None;Wedding cake;46.70 €
Adult;22.0;Feminine;Carrot;Lemon curd;Ganache;No;None;Wedding cake;Weekly;Work event;No;None;Wedding cake;75.50 €
Adult;52.0;Masculine;Lemon;Cream cheese;Chocolate glaze;No;None;Slice;Monthly;Gathering;No;None;Slice;5.70 €
Adult;34.0;Feminine;Red Velvet;Dulce de leche;Chocolate glaze;No;None;Slice;Daily;Gathering;No;None;Slice;NaN
Adult;32.0;Feminine;Carrot;Dulce de leche;Ganache;Yes;Nuts;Whole cake;Weekly;Gathering;No;None;Whole cake;26.80 €
Kid;16.0;Feminine;Chocolate;Chocolate ganache;Buttercream;No;None;Cupcake;Weekly;Snack;No;None;Cupcake;1.50 €
Adult;34.0;Masculine;Red Velvet;Lemon curd;Ganache;No;None;Wedding cake;Weekly;Celebration;No;None;Wedding cake;80.80 €
Adult;41.0;Masculine;Lemon;Lemon curd;Cream cheese frosting;Yes;;Whole cake;Weekly;Celebration;No;None;Whole cake;12.20 €
Adult;50.0;Feminine;;Cream cheese;Cream cheese frosting;No;None;Whole cake;Monthly;Work event;No;None;Whole cake;20.80 €
Adult;54.0;Masculine;Red Velvet;Cream cheese;Ganache;No;None;Wedding cake;Weekly;Gathering;No;None;Wedding cake;93.00 €
Adult;48.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;Yes;Nuts;Slice;Sporadic;Gathering;No;None;Slice;3.80 €
Adult;26.0;Masculine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Monthly;Gathering;No;None;Whole cake;10.70 €
Adult;30.0;Feminine;Lemon;Dulce de leche;Ganache;No;None;Wedding cake;Weekly;Gathering;No;None;Wedding cake;74.60 €
Kid;16.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Nuts;Slice;Daily;Birthday;No;None;Slice;4.40 €
Kid;17.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;No;None;Cupcake;Daily;Snack;Yes;Fall;Cupcake;4.10 €
Adult;22.0;Feminine;Lemon;Cream cheese;Chocolate glaze;No;None;Wedding cake;Weekly;Wedding;Yes;Fall;Wedding cake;49.40 €
Adult;48.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Weekly;Celebration;Yes;Valentine's Day;Whole cake;13.40 €
Adult;20.0;Feminine;Carrot;Cream cheese;Ganache;No;None;Slice;Weekly;Celebration;Yes;Christmas;Slice;1.60 €
Kid;9.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Edible flowers;Cupcake;Weekly;Snack;Yes;Valentine's Day;Cupcake;1.20 €
Adult;63.0;Feminine;Red Velvet;Lemon curd;Cream cheese frosting;No;None;Wedding cake;Daily;Gathering;No;None;Wedding cake;43.60 €
Adult;35.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;Yes;Chocolate chips;Slice;Sporadic;Celebration;No;None;Slice;5.40 €
Adult;41.0;Masculine;Lemon;Cream cheese;Ganache;Yes;Chocolate chips;Slice;Weekly;Gathering;No;None;Slice;5.60 €
Adult;21.0;Feminine;Lemon;Cream cheese;Chocolate glaze;No;None;Wedding cake;Weekly;Work event;Yes;Christmas;Wedding cake;49.40 €
Adult;57.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Whole cake;Daily;Work event;Yes;Valentine's Day;Whole cake;39.50 €
Adult;59.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Wedding cake;Daily;Celebration;No;None;Wedding cake;98.20 €
Kid;11.0;Masculine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Nuts;Slice;Weekly;Birthday;Yes;Valentine's Day;Slice;4.30 €
Adult;47.0;Feminine;Lemon;Cream cheese;Ganache;No;None;Slice;Weekly;Work event;No;None;Slice;2.40 €
Kid;6.0;Feminine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Edible flowers;Slice;Monthly;Snack;No;None;Slice;2.70 €
Adult;22.0;Masculine;Carrot;Dulce de leche;Ganache;No;None;Whole cake;Weekly;Gathering;No;None;Whole cake;17.00 €
Adult;43.0;Masculine;Red Velvet;Dulce de leche;Ganache;Yes;Fruits;Slice;Daily;Work event;No;None;Slice;3.20 €
Adult;30.0;Masculine;Lemon;Cream cheese;Cream cheese frosting;No;None;Whole cake;Monthly;Celebration;No;None;Whole cake;21.00 €
Adult;60.0;Feminine;Carrot;Dulce de leche;Cream cheese frosting;No;None;Slice;Sporadic;Celebration;Yes;Valentine's Day;Slice;3.90 €
Adult;52.0;Masculine;Carrot;Cream cheese;Chocolate glaze;No;None;Slice;Sporadic;Celebration;No;None;Slice;4.00 €
Adult;35.0;Masculine;Carrot;Cream cheese;Ganache;No;None;Whole cake;Daily;Wedding;No;None;Whole cake;13.50 €
Adult;25.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;No;None;Slice;Monthly;Celebration;Yes;Christmas;Slice;4.10 €
Adult;45.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;Yes;Sprinkles;Wedding cake;Weekly;Gathering;No;None;Wedding cake;57.20 €
Adult;60.0;Feminine;Lemon;Lemon curd;Chocolate glaze;Yes;Nuts;Whole cake;Weekly;Work event;No;None;Whole cake;30.80 €
Adult;33.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Slice;Weekly;Work event;Yes;Easter;Slice;5.10 €
;46.0;Feminine;Carrot;Cream cheese;Chocolate glaze;No;None;Wedding cake;Daily;Work event;Yes;Halloween;Wedding cake;83.40 €
Adult;34.0;Masculine;Lemon;Dulce de leche;Ganache;No;None;Wedding cake;Daily;Work event;No;None;Wedding cake;99.40 €
Adult;25.0;Masculine;Lemon;Lemon curd;Chocolate glaze;Yes;Sprinkles;Slice;Daily;Celebration;Yes;Easter;Slice;3.00 €
;16.0;Feminine;Red Velvet;Chocolate ganache;Buttercream;Yes;Fruits;Slice;Weekly;Birthday;Yes;Fall;Slice;1.70 €
Kid;-3.0;Feminine;Red Velvet;Chocolate ganache;Buttercream;Yes;Edible flowers;Slice;Weekly;Birthday;No;None;Slice;1.70 €
Kid;16.0;Feminine;Red Velvet;Strawberry jam;Chocolate glaze;Yes;Fruits;Cupcake;Weekly;Snack;No;None;Cupcake;2.60 €
;43.0;Feminine;Lemon;Cream cheese;Chocolate glaze;Yes;Chocolate chips;Wedding cake;Monthly;Gathering;No;None;Wedding cake;64.50 €
Adult;24.0;Feminine;Lemon;Dulce de leche;Ganache;No;None;Whole cake;Daily;Gathering;Yes;Fall;Whole cake;37.50 €
Adult;61.0;Feminine;Carrot;Lemon curd;Chocolate glaze;No;None;Wedding cake;Daily;Celebration;No;None;Wedding cake;53.90 €
Adult;46.0;Feminine;Choclate;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Monthly;Gathering;No;None;Whole cake;18.90 €
Adult;58.0;Feminine;Carrot;Dulce de leche;Ganache;No;None;Slice;Monthly;Wedding;Yes;Valentine's Day;Slice;4.10 €
Adult;65.0;Masculine;Lemon;Lemon curd;Chocolate glaze;No;None;Wedding cake;Monthly;Celebration;No;None;Wedding cake;48.10 €
Adult;19.0;Feminine;Carrot;Dulce de leche;Ganache;Yes;Edible flowers;Wedding cake;Weekly;Work event;No;None;Wedding cake;59.60 €
Kid;9.0;Masculine;Chocolate;Strawberry jam;Chocolate glaze;Yes;Chocolate chips;Cupcake;Daily;Snack;No;None;Cupcake;1.10 €
Adult;22.0;Masculine;Red Velvet;Dulce de leche;Cream cheese frosting;Yes;Fruits;Wedding cake;Daily;Celebration;Yes;Easter;Wedding cake;62.80 €
Adult;22.0;Feminine;Lemon;Dulce de leche;Ganache;No;None;Whole cake;Weekly;Celebration;No;None;Whole cake;28.50 €
Adult;63.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;Yes;Sprinkles;Whole cake;Monthly;Wedding;No;None;Whole cake;37.40 €
Adult;54.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;Yes;Edible flowers;Wedding cake;Monthly;Work event;Yes;Valentine's Day;Wedding cake;54.20 €
Adult;47.0;Masculine;Lemon;Cream cheese;;No;None;Slice;Monthly;Celebration;No;None;Slice;3.70 €
Kid;11.0;Masculine;Red Velvet;Chocolate ganache;Chocolate glaze;Yes;Nuts;Slice;Sporadic;Birthday;Yes;Christmas;Slice;2.20 €
Adult;59.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Whole cake;Daily;Wedding;No;None;Whole cake;33.80 €
Adult;31.0;Feminine;Red Velvet;Cream cheese;Ganache;No;None;Wedding cake;Monthly;Gathering;No;None;Wedding cake;63.00 €
Kid;4.0;Feminine;Chocolate;Chocolate ganache;Buttercream;No;None;Slice;Monthly;Celebration;No;None;Slice;2.20 €
Adult;65.0;Feminine;Red Velvet;Dulce de leche;Cream cheese frosting;No;None;Slice;Monthly;Celebration;No;None;Slice;1.40 €
Adult;48.0;Feminine;Lemon;Dulce de leche;Ganache;No;None;Wedding cake;Sporadic;Work event;No;None;Wedding cake;56.40 €
Kid;12.0;Feminine;Red Velvet;Chocolate ganache;Chocolate glaze;;None;Cupcake;Weekly;Birthday;No;None;Cupcake;4.90 €
Adult;32.0;Masculine;Red Velvet;Dulce de leche;Cream cheese frosting;No;None;Wedding cake;Monthly;Wedding;Yes;Valentine's Day;Wedding cake;41.80 €
Kid;9.0;Feminine;Red Velvet;Strawberry jam;Buttercream;Yes;Fruits;Slice;Daily;Birthday;No;None;Slice;3.80 €
Adult;33.0;Feminine;Red Velvet;Cream cheese;Cream cheese frosting;Yes;Fruits;Wedding cake;Weekly;Wedding;No;None;Wedding cake;94.80 €
Adult;37.0;Feminine;Lemon;Cream cheese;Cream cheese frosting;No;None;Wedding cake;Daily;Wedding;Yes;Easter;Wedding cake;89.80 €
Adult;22.0;Masculine;Carrot;Lemon curd;Chocolate glaze;;None;Whole cake;Daily;Work event;No;None;Whole cake;14.20 €
Adult;58.0;Masculine;Carrot;Cream cheese;Ganache;Yes;Sprinkles;Whole cake;Weekly;Celebration;No;None;Whole cake;18.60 €
Adult;19.0;Feminine;Red Velvet;Cream cheese;Chocolate glaze;No;None;Wedding cake;Weekly;Celebration;No;None;Wedding cake;41.10 €
Adult;36.0;Masculine;Lemon;Cream cheese;Chocolate glaze;No;None;Wedding cake;Daily;Gathering;Yes;Easter;Wedding cake;46.90 €
Adult;62.0;Feminine;Lemon;Dulce de leche;Cream cheese frosting;No;None;Whole cake;Sporadic;Celebration;No;None;Whole cake;39.70 €
Adult;35.0;Feminine;Lemon;Lemon curd;Ganache;No;None;Whole cake;Monthly;Gathering;No;None;Whole cake;10
Adult;33.0;Feminine;Carrot;Cream cheese;Ganache;Yes;Edible flowers;Wedding cake;Daily;Work event;No;None;Wedding cake;71.70 €
Adult;25.0;Feminine;Carrot;Lemon curd;Chocolate glaze;Yes;Edible flowers;Slice;Daily;Celebration;No;None;Slice;2.20 €
;18.0;Masculine;Carrot;Cream cheese;Cream cheese frosting;No;None;Slice;Daily;Gathering;Yes;Fall;Slice;5.90 €
Adult;26.0;Feminine;Carrot;Lemon curd;Cream cheese frosting;No;None;Slice;Sporadic;Wedding;No;None;Slice;2.90 €
Kid;5.0;Feminine;Chocolate;Chocolate ganache;Chocolate glaze;Yes;Fruits;Cupcake;Weekly;Birthday;No;None;Cupcake;5.60 €
Adult;64.0;Feminine;Carrot;Cream cheese;Cream cheese frosting;No;None;Whole cake;Daily;Wedding;No;None;Whole cake;32.80 €
